Nombre,CANAL,GERENCIA,OPERACIÓN,REGIONAL,REGIÓN,Aliado
CAV - FLORIDABLANCA,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV FLORIDABLANCA
CAV - FUSAGASUGÁ,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV FUSAGASUGÁ
CAV - GIRARDOT,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV GIRARDOT
CAV - IBAGUE CENTRO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV IBAGUE CENTRO
CAV - IBAGUE FONTAINEBLEAU,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV IBAGUE FONTAINEBLEAU
CAV - IPIALES,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV IPIALES
CAV - LA DORADA,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV LA DORADA
CAV - MANIZALES EL CABLE,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV MANIZALES EL CABLE
CAV - MEDELLÍN AV. COLOMBIA,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV MEDELLÍN AV. COLOMBIA
CAV - MEDELLÍN LA CENTRAL,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV MEDELLÍN LA CENTRAL
CAV - MEDELLÍN MAYORCA,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV MEDELLÍN MAYORCA
CAV - MEDELLÍN MOLINOS,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV MEDELLÍN MOLINOS
CAV - MEDELLIN PARQUE FABRICATO,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV MEDELLÍN PARQUE FABRICATO
CAV - MEDELLÍN PREMIUM,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV MEDELLÍN PREMIUM
CAV - MEDELLÍN SANTA FÉ,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV MEDELLÍN SANTA FÉ
CAV - MONTERIA ALAMEDA,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV MONTERIA ALAMEDA
CAV - MOSQUERA,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV MOSQUERA
CAV - NEIVA CENTRO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV NEIVA CENTRO
CAV - NEIVA SAN PEDRO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV NEIVA SAN PEDRO
CAV - PALMIRA CENTRO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV PALMIRA CENTRO
CAV - PASTO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV PASTO
CAV - PEREIRA ESTACIÓN CENTRAL,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV PEREIRA ESTACIÓN CENTRAL
CAV - PEREIRA LA REBECA,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV PEREIRA LA REBECA
CAV - POPAYAN CAMPANARIO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV POPAYAN CAMPANARIO
CAV - POPAYÁN PLAZA COLONIAL,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV POPAYÁN PLAZA COLONIAL
CAV - PUERTA DEL NORTE,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV PUERTA DEL NORTE
CAV - QUIBDÓ,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV QUIBDÓ
CAV - RIOHACHA,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV RIOHACHA
CAV - RIONEGRO,CAV,GERENCIA CAV,GERENTE REGIONAL - R2,R2 - REGION NOROCCIDENTE-CAV,R2,CAV RIONEGRO
CAV - SAN ANDRES,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV SAN ANDRES
CAV - SANTA MARTA BUENAVISTA,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV SANTA MARTA BUENAVISTA
CAV - SINCELEJO GUACARÍ,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV SINCELEJO GUACARÍ
CAV - SOACHA MERCURIO II,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV SOACHA MERCURIO II
CAV - SOGAMOSO,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV SOGAMOSO
CAV - TULUÁ SALESIANO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV TULUÁ SALESIANO
CAV - TUMACO,CAV,GERENCIA CAV,TATIANA CORREA PELAEZ-R3,R3 - REGION OCCIDENTE-CAV,R3,CAV TUMACO
CAV - VALLEDUPAR GUATAPURÍ,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV VALLEDUPAR GUATAPURÍ
CAV - VALLEDUPAR MAYALES,CAV,GERENCIA CAV,MANUEL SALVADOR PEREZ CAICEDO-R1,R1 - REGION COSTA-CAV,R1,CAV VALLEDUPAR MAYALES
CAV - VILLAVICENCIO ORIENTE,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV VILLAVICENCIO ORIENTE
CAV - VILLAVICENCIO VILLA CENTRO,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV VILLAVICENCIO VILLA CENTRO
CAV - VIVA TUNJA,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV VIVA TUNJA
CAV - YOPAL,CAV,GERENCIA CAV,INGRID ASTRID SANCHEZ-R5,R5 - REGIÓN ORIENTE-CAV,R5,CAV YOPAL
CAV - ZIPAQUIRA,CAV,GERENCIA CAV,CONSTANZA ARDILA CRUZ-R4,R4 - REGION CENTRO-CAV,R4,CAV ZIPAQUIRA
CELL CENTER PLUS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CELL CENTER PLUS
CELL PEOPLE SAS-CALLE-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R2 REGION NOROCCIDENTE-CALLE,R2,CELL PEOPLE SAS
CELL PEOPLE SAS-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,CELL PEOPLE SAS
CELL TEC CUBA-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,CELL TEC CUBA
CELLPLUS SAS-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,CELLPLUS SAS
CELLPLUS SAS-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,CELLPLUS SAS
CELMARKET SAS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CELMARKET SAS
CELTEL SA-CALLE-R5-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R5 REGION ORIENTE-CALLE,R5,CELTEL SA
CELTEL SA-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,CELTEL SA
CELTEL SA-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,CELTEL SA
CELTEL SA-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CELTEL SA
CELTEL SA-R5-TAT,COMERCIAL,PREPAGO,COM-TAT,R5 REGION ORIENTE-TAT,R5,CELTEL SA
CELU STAR NET SAS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CELU STAR NET SAS
CELU VALLE YK-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,CELU VALLE YK
CELUCLICK-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CELUCLICK
CELUGROUP SAS-CALLE-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R2 REGION NOROCCIDENTE-CALLE,R2,CELUGROUP SAS
CELUGROUP SAS-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,CELUGROUP SAS
CELULARES Y TELECOMUNICACIONES CELTEL-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CELULARES Y TELECOMUNICACIONES CELTEL
CELULLANO-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CELULLANO
CELUMAX JT SAS-CALLE-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R1 REGION COSTA-CALLE,R1,CELUMAX JT SAS
CELUMAX JT SAS-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,CELUMAX JT SAS
CELUNION-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,CELUNION
CELUNORTE COMUNICACIONES-CALLE-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R1 REGION COSTA-CALLE,R1,CELUNORTE COMUNICACIONES
CELUNORTE COMUNICACIONES-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,CELUNORTE COMUNICACIONES
CELUNORTE COMUNICACIONES-R1-TAT,COMERCIAL,PREPAGO,COM-TAT,R1 REGION COSTA-TAT,R1,CELUNORTE COMUNICACIONES
CELUSTAR COMUNICACIONES-CALLE-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R2 REGION NOROCCIDENTE-CALLE,R2,CELUSTAR COMUNICACIONES
CELUSTAR COMUNICACIONES-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,CELUSTAR COMUNICACIONES
CELUSTORE COMUNICACIONES-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,CELUSTORE COMUNICACIONES
CELYA SAS-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,CELYA SAS
CEMOVIL DE OCCIDENTE-R3-TAT,COMERCIAL,PREPAGO,COM-TAT,R3 REGION OCCIDENTE-TAT,R3,CEMOVIL DE OCCIDENTE
CENCOSUD-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,CENCOSUD
CENCOSUD-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,CENCOSUD
CENCOSUD-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,CENCOSUD
CENCOSUD-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,CENCOSUD
CENCOSUD-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,CENCOSUD
CENTRO  COMERCIAL-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,CENTRO  COMERCIAL
CENTRO COMERCIAL-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,CENTRO COMERCIAL
CENTRO COMERCIAL-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,CENTRO COMERCIAL
CENTRO COMERCIAL-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,CENTRO COMERCIAL
CENTRO COMERCIAL-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,CENTRO COMERCIAL
CENTRO COMERCIAL-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,CENTRO COMERCIAL
CENTRO TECNOLOGICO DEL SINU-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,CENTRO TECNOLOGICO DEL SINU
CENTROS COMERCIALES-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,CENTROS COMERCIALES
CHACAM TRADING-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,CHACAM TRADING
CHACAM TRADING-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,CHACAM TRADING
CHACAM TRADING-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,CHACAM TRADING
CHACAM TRADING-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,CHACAM TRADING
CI TIERRA DE NEGOCIOS-CALLE-R5-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R5 REGION ORIENTE-CALLE,R5,CI TIERRA DE NEGOCIOS
CIBERCEL SAS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CIBERCEL SAS
CICOMARG SAS-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,CICOMARG SAS
CLAROCEL-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CLAROCEL
CLAUDIA PATRICIA GIL-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,CLAUDIA PATRICIA GIL
CLEARPHONE SAS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CLEARPHONE SAS
CLINICEL JP-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,CLINICEL JP
COANDES-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,COANDES
COANDES-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,COANDES
CODESA-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,CODESA
CODESA-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,CODESA
CODESA-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,CODESA
CODESA-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,CODESA
COLMOVILES TELECOMUNICACIONES-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,COLMOVILES TELECOMUNICACIONES
COLMOVILES TELECOMUNICACIONES-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,COLMOVILES TELECOMUNICACIONES
COLSUBSIDIO-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,COLSUBSIDIO
COLSUBSIDIO-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,COLSUBSIDIO
COLSUBSIDIO-R4-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R4 REGION CENTRO-CADENAS,R4,COLSUBSIDIO
COLSUBSIDIO-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,COLSUBSIDIO
COM CLARO DEL ARCHIPIELAGO-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,COM CLARO DEL ARCHIPIELAGO
COMERCIAL ELECTROMUEBLES Y CIA LTDA-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,COMERCIAL ELECTROMUEBLES Y CIA LTDA
COMERCIALIZADORA FLORALIA S.A.-R3-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R3 REGION OCCIDENTE-CADENAS,R3,COMERCIALIZADORA FLORALIA S.A.
COMERCIALIZADORA GIRALDO DEL CARIBE S.A.S-R1-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R1 REGION COSTA-CADENAS,R1,COMERCIALIZADORA GIRALDO DEL CARIBE S.A.S
COMERCIALIZADORA LOS MONTES-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,COMERCIALIZADORA LOS MONTES
COMERCIALIZADORA SATELITAL DEL ORIENTE SAS-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,COMERCIALIZADORA SATELITAL DEL ORIENTE SAS
COMMUTE SAS-R1-TAT,COMERCIAL,PREPAGO,COM-TAT,R1 REGION COSTA-TAT,R1,COMMUTE SAS
COMNAPAC-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,COMNAPAC
COMNORTE-CALLE-R2-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R2 REGION NOROCCIDENTE-CALLE,R2,COMNORTE
COMNORTE-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,COMNORTE
COMOVIL-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,COMOVIL
COMPRODIGIOS SAS-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,COMPRODIGIOS SAS
COMTEL SAS-CALLE-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R1 REGION COSTA-CALLE,R1,COMTEL SAS
COMTEL SAS-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,COMTEL SAS
COMUNICACIONES DEL SUR-CALLE-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R1 REGION COSTA-CALLE,R1,COMUNICACIONES DEL SUR
COMUNICACIONES DEL SUR-CALLE-R5-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R5 REGION ORIENTE-CALLE,R5,COMUNICACIONES DEL SUR
COMUNICACIONES DEL SUR-PDV-R1-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R1 REGION COSTA-PDV,R1,COMUNICACIONES DEL SUR
COMUNICACIONES DOFER-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,COMUNICACIONES DOFER
COMUNICACIONES JQ SAS-R2-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R2 REGION NOROCCIDENTE-PDV,R2,COMUNICACIONES JQ SAS
COMUNICACIONES K E H-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,COMUNICACIONES K E H
COMVOS-R2-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R2 REGION NOROCCIDENTE-CADENAS,R2,COMVOS
CONCEL RETAIL-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,CONCEL RETAIL
CONECTADOS MOVIL SAS-CALLE-R5-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R5 REGION ORIENTE-CALLE,R5,CONECTADOS MOVIL SAS
CONECTADOS MOVIL SAS-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CONECTADOS MOVIL SAS
CONECTIVIDAD MOVIL-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,CONECTIVIDAD MOVIL
CONECTIVIDAD MOVIL-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,CONECTIVIDAD MOVIL
CONECTIVIDAD MOVIL-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,CONECTIVIDAD MOVIL
CONECTIVIDAD MOVIL-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CONECTIVIDAD MOVIL
CONEXIONES CELULARES-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,CONEXIONES CELULARES
CONEXIONES CELULARES-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,CONEXIONES CELULARES
CONEXIONES CELULARES-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,CONEXIONES CELULARES
CONEXIONES CELULARES-R5-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R5 REGION ORIENTE-PDV,R5,CONEXIONES CELULARES
CONEXIONES DIGITALES BPO SAS-JAIRO MACHADO-MOVIL MIGRACION-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL MIGRACION,R2 REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL MIGRACION,R2,CONEXIONES DIGITALES BPO SAS
CONEXIONES DIGITALES BPO SAS-JAIRO MACHADO-MOVIL PORTABILIDAD-R2,TMK,JAIRO MACHADO,TMK-JAIRO MACHADO-MOVIL PORTABILIDAD,R2 REGION NOROCCIDENTE-JAIRO MACHADO-MOVIL PORTABILIDAD,R2,CONEXIONES DIGITALES BPO SAS
CONEXIONES DIGITALES BPO SAS-JENNIFER ARIAS-HOGAR-R3,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R3 REGION OCCIDENTE-JENNIFER ARIAS-HOGAR,R3,CONEXIONES DIGITALES BPO SAS
CONEXIONES DIGITALES BPO SAS-JENNIFER ARIAS-HOGAR-R4,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R4 REGION CENTRO-JENNIFER ARIAS-HOGAR,R4,CONEXIONES DIGITALES BPO SAS
CONEXIONES DIGITALES BPO SAS-JENNIFER ARIAS-HOGAR-R5,TMK,JENNIFER ARIAS,TMK-JENNIFER ARIAS-HOGAR,R5 REGION ORIENTE-JENNIFER ARIAS-HOGAR,R5,CONEXIONES DIGITALES BPO SAS
CONEXIONES DIGITALES BPO SAS-RUSSI CARDENAS GIANCARLO-T&T-R1,TMK,JEAN CARLO RUSSI,TMK-T&T,R1 REGION COSTA-T&T,R1,CONEXIONES DIGITALES BPO SAS
CONEXIONES DIGITALES BPO SAS-RUSSI CARDENAS GIANCARLO-T&T-R2,TMK,JEAN CARLO RUSSI,TMK-T&T,R2 REGION NOROCCIDENTE-T&T,R2,CONEXIONES DIGITALES BPO SAS
CONEXIONES DIGITALES BPO SAS-RUSSI CARDENAS GIANCARLO-T&T-R3,TMK,JEAN CARLO RUSSI,TMK-T&T,R3 REGION OCCIDENTE-T&T,R3,CONEXIONES DIGITALES BPO SAS
CONEXIONES DIGITALES BPO SAS-RUSSI CARDENAS GIANCARLO-T&T-R4,TMK,JEAN CARLO RUSSI,TMK-T&T,R4 REGION CENTRO-T&T,R4,CONEXIONES DIGITALES BPO SAS
CONEXIONES DIGITALES BPO SAS-RUSSI CARDENAS GIANCARLO-T&T-R5,TMK,JEAN CARLO RUSSI,TMK-T&T,R5 REGION ORIENTE-T&T,R5,CONEXIONES DIGITALES BPO SAS
CONFEMOVIL SAS-CALLE-R3-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R3 REGION OCCIDENTE-CALLE,R3,CONFEMOVIL SAS
CONFEMOVIL SAS-CALLE-R4-COM,COMERCIAL,AGENTES COMERCIALES,COM-CALLE,R4 REGION CENTRO-CALLE,R4,CONFEMOVIL SAS
CONFEMOVIL SAS-R3-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R3 REGION OCCIDENTE-PDV,R3,CONFEMOVIL SAS
CONFEMOVIL SAS-R4-PDV-COM,COMERCIAL,AGENTES COMERCIALES,COM-PDV,R4 REGION CENTRO-PDV,R4,CONFEMOVIL SAS
CONRADO ANDRES NUÑEZ GIRALDO-R5-CADENAS,COMERCIAL,RETAIL,COM-CADENAS,R5 REGION ORIENTE-CADENAS,R5,CONRADO ANDRES NUÑEZ GIRALDO
CONSULTOR DIRECTO VENTAS-DIRECTO PYME-R1,PYME,GERENCIA PYME,PYME-DIRECTO PYME,R1 REGION COSTA-DIRECTO PYME,R1,CONSULTOR DIRECTO VENTAS
CONSULTOR DIRECTO VENTAS-DIRECTO PYME-R2,PYME,GERENCIA PYME,PYME-DIRECTO PYME,R2 REGION NOROCCIDENTE-DIRECTO PYME,R2,CONSULTOR DIRECTO VENTAS
CONSULTOR DIRECTO VENTAS-DIRECTO PYME-R3,PYME,GERENCIA PYME,PYME-DIRECTO PYME,R3 REGION OCCIDENTE-DIRECTO PYME,R3,CONSULTOR DIRECTO VENTAS
